x,y
0.8,8925.532970299968
0.8101010101010101,8804.331352746665
0.8202020202020203,8807.601942941186
0.8303030303030303,8696.510413924441
0.8404040404040405,8706.85243417986
0.8505050505050505,8931.03787894765
0.8606060606060606,8910.846421244216
0.8707070707070708,9390.364124950907
0.8808080808080808,9280.622197493982
0.890909090909091,9409.177668128616
0.901010101010101,9360.819108603755
0.9111111111111112,9367.401120753198
0.9212121212121213,9395.330981052446
0.9313131313131313,9349.35102758335
0.9414141414141415,9502.96364596686
0.9515151515151515,9055.960623342533
0.9616161616161617,9591.272443998432
0.9717171717171718,9768.80075983518
0.9818181818181819,9421.544070316344
0.991919191919192,9665.081766658106
1.002020202020202,9688.061192209956
1.0121212121212122,9406.113643314211
1.0222222222222224,9415.328809127126
1.0323232323232323,9754.907952428357
1.0424242424242425,9996.30995178003
1.0525252525252526,9579.311416310016
1.0626262626262628,10273.344092085985
1.0727272727272728,10666.004421212258
1.082828282828283,10421.534153878289
1.092929292929293,9919.884303882784
1.103030303030303,10242.364423775081
1.1131313131313132,9609.470491578295
1.1232323232323234,9841.785618272865
1.1333333333333333,10119.283977543308
1.1434343434343435,10581.39780502944
1.1535353535353536,10412.553867974702
1.1636363636363636,10398.676281449012
1.1737373737373737,10619.146897576238
1.183838383838384,10910.402052736119
1.193939393939394,10509.023914216054
1.2040404040404042,10832.684245807257
1.2141414141414142,10532.830008659846
1.2242424242424244,11137.91850401362
1.2343434343434345,11045.264367544645
1.2444444444444445,11283.999104657645
1.2545454545454546,10917.4545648506
1.2646464646464648,10473.336790823287
1.2747474747474747,11256.07979834087
1.284848484848485,10795.124102984872
1.294949494949495,10928.14082376433
1.305050505050505,10997.404362102618
1.3151515151515154,11270.461424153069
1.3252525252525253,10974.70731653017
1.3353535353535353,10755.217870412187
1.3454545454545457,11548.024687126433
1.3555555555555556,11560.626717700843
1.3656565656565658,11584.393886099351
1.375757575757576,11408.296265086676
1.385858585858586,11767.835548606503
1.395959595959596,11509.392758589995
1.4060606060606062,11519.05115409462
1.4161616161616162,11799.784991208273
1.4262626262626263,11373.12100849799
1.4363636363636365,12273.546662940382
1.4464646464646465,12033.111515263066
1.4565656565656566,11962.004411189651
1.4666666666666668,12195.75599536433
1.4767676767676767,11980.316238768539
1.4868686868686871,11954.872487723907
1.496969696969697,12218.376036830523
1.5070707070707072,11766.164544430025
1.5171717171717174,12020.841098361037
1.5272727272727273,12653.12887588178
1.5373737373737375,12253.072434024994
1.5474747474747477,12005.356293677576
1.5575757575757576,12329.744330586229
1.5676767676767678,12686.845479948452
1.577777777777778,12546.747161260851
1.587878787878788,12317.338622723277
1.597979797979798,12470.57309370972
1.6080808080808082,12927.83116230759
1.6181818181818182,12759.037049377897
1.6282828282828286,12764.032798521244
1.6383838383838385,12471.286986892103
1.6484848484848484,12663.162592080545
1.6585858585858588,12829.346811003867
1.6686868686868688,12858.26147750947
1.678787878787879,12606.791819893626
1.688888888888889,12811.888814856502
1.698989898989899,12688.567409847423
1.7090909090909092,12861.854444935336
1.7191919191919194,13127.08589342415
1.7292929292929293,13112.107103699229
1.7393939393939395,12987.288850589784
1.7494949494949497,13644.93636559739
1.7595959595959596,13149.907617576466
1.7696969696969698,13237.93895868743
1.77979797979798,13207.823374854199
1.7898989898989899,13098.130983001058
1.8,13513.943768960438
